Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
SE;RJ;NITEROI;POSTO DE GASOLINA TOCANTINS LTDA.; 29.755.295/0001-98;AVENIDA RUI BARBOSA;539;;SÃO FRANCISCO;24250-000;GASOLINA;01/10/2022;7,79;3200;6,84;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;POSTO DE GASOLINA TOCANTINS LTDA.; 29.755.295/0001-98;AVENIDA RUI BARBOSA;539;;SÃO FRANCISCO;24250-000;ETANOL;01/10/2022;6,99;3200;5,29;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;POSTO DE GASOLINA TOCANTINS LTDA.; 29.755.295/0001-98;AVENIDA RUI BARBOSA;539;;SÃO FRANCISCO;24250-000;GASOLINA ADITIVADA;01/10/2022;7,99;3200;5,45;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;POSTO DE GASOLINA TOCANTINS LTDA.; 29.755.295/0001-98;AVENIDA RUI BARBOSA;539;;SÃO FRANCISCO;24250-000;DIESEL S10;01/10/2022;5,79;3200;6,94;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;AUTO SERVICO CACHOEIRA LTDA; 28.542.538/0001-47;RUA ARARIBOIA;271;;SAO FRANCISCO;24360-340;GASOLINA;01/10/2022;7,49;3200;5,49;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;AUTO SERVICO CACHOEIRA LTDA; 28.542.538/0001-47;RUA ARARIBOIA;271;;SAO FRANCISCO;24360-340;ETANOL;01/10/2022;6,59;3200;7,35;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;AUTO SERVICO CACHOEIRA LTDA; 28.542.538/0001-47;RUA ARARIBOIA;271;;SAO FRANCISCO;24360-340;GASOLINA ADITIVADA;01/10/2022;7,59;3200;7,49;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;AUTO SERVICO CACHOEIRA LTDA; 28.542.538/0001-47;RUA ARARIBOIA;271;;SAO FRANCISCO;24360-340;DIESEL S10;01/10/2022;5,59;3200;7,04;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;BATALHA 1000 POSTO E SERVICOS LTDA; 36.196.145/0001-57;AVENIDA RUY BARBOSA;1000;;PENDOTIBA;24355-090;GASOLINA;01/10/2022;6,99;3200;5,2;R$ / litro;BRANCA;4
SE;RJ;NITEROI;BATALHA 1000 POSTO E SERVICOS LTDA; 36.196.145/0001-57;AVENIDA RUY BARBOSA;1000;;PENDOTIBA;24355-090;ETANOL;01/10/2022;5,89;3200;5,32;R$ / litro;BRANCA;4
SE;RJ;NITEROI;BATALHA 1000 POSTO E SERVICOS LTDA; 36.196.145/0001-57;AVENIDA RUY BARBOSA;1000;;PENDOTIBA;24355-090;GASOLINA ADITIVADA;01/10/2022;7,19;3200;7,13;R$ / litro;BRANCA;4
SE;RJ;NITEROI;BATALHA 1000 POSTO E SERVICOS LTDA; 36.196.145/0001-57;AVENIDA RUY BARBOSA;1000;;PENDOTIBA;24355-090;GNV;01/10/2022;4,04;3200;5,37;R$ / m³;BRANCA;4
SE;RJ;NITEROI;BATALHA 1000 POSTO E SERVICOS LTDA; 36.196.145/0001-57;AVENIDA RUY BARBOSA;1000;;PENDOTIBA;24355-090;DIESEL S10;01/10/2022;5,19;3200;6,87;R$ / litro;BRANCA;4
SE;RJ;NITEROI;DARIL POSTOS DE SERVICOS LTDA; 30.065.650/0001-86;ALAMEDA SAO BOAVENTURA;254;;FONSECA;24355-090;GASOLINA;01/10/2022;7,09;3200;5,19;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;DARIL POSTOS DE SERVICOS LTDA; 30.065.650/0001-86;ALAMEDA SAO BOAVENTURA;254;;FONSECA;24355-090;ETANOL;01/10/2022;6,39;3200;5,25;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;DARIL POSTOS DE SERVICOS LTDA; 30.065.650/0001-86;ALAMEDA SAO BOAVENTURA;254;;FONSECA;24355-090;GASOLINA ADITIVADA;01/10/2022;7,19;3200;6,87;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;DARIL POSTOS DE SERVICOS LTDA; 30.065.650/0001-86;ALAMEDA SAO BOAVENTURA;254;;FONSECA;24355-090;GNV;01/10/2022;4,09;3200;5,35;R$ / m³;VIBRA ENERGIA;4
SE;RJ;NITEROI;DARIL POSTOS DE SERVICOS LTDA; 30.065.650/0001-86;ALAMEDA SAO BOAVENTURA;254;;FONSECA;24355-090;DIESEL S10;01/10/2022;5,29;3200;6,49;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;COMERCIAL CHARITAS DE PETROLEO LTDA; 29.793.429/0001-65;AVENIDA QUINTINO BOCAIUVA;417;;CHARITAS;24360-022;GASOLINA;01/10/2022;7,39;3200;5,45;R$ / litro;VIBRA ENERGIA;4
SE;RJ;NITEROI;COMERCIAL CHARITAS DE PETROLEO LTDA; 29.793.429/0001-65;AVENIDA QUINTINO BOCAIUVA;417;;CHARITAS;24360-022;ETANOL;01/10/2022;6,99;3200;5,32;R$ / litro;VIBRA ENERGIA;6
SE;RJ;NITEROI;COMERCIAL CHARITAS DE PETROLEO LTDA; 29.793.429/0001-65;AVENIDA QUINTINO BOCAIUVA;417;;CHARITAS;24360-022;GASOLINA ADITIVADA;01/10/2022;7,49;3200;6,69;R$ / litro;VIBRA ENERGIA;6
SE;RJ;NITEROI;COMERCIAL CHARITAS DE PETROLEO LTDA; 29.793.429/0001-65;AVENIDA QUINTINO BOCAIUVA;417;;CHARITAS;24360-022;DIESEL S10;01/10/2022;5,49;3200;5,42;R$ / litro;VIBRA ENERGIA;6
SE;RJ;NITEROI;CARLAN OLEO E COMBUSTIVEL LTDA; 28.543.684/0001-97;ALAMEDA SAO BOAVENTURA;1119;0;FONSECA;24000-000;GASOLINA;01/10/2022;6,89;3200;6,26;R$ / litro;BRANCA;6
SE;RJ;NITEROI;CARLAN OLEO E COMBUSTIVEL LTDA; 28.543.684/0001-97;ALAMEDA SAO BOAVENTURA;1119;0;FONSECA;24000-000;ETANOL;01/10/2022;5,59;3200;4,76;R$ / litro;BRANCA;6
SE;RJ;NITEROI;CARLAN OLEO E COMBUSTIVEL LTDA; 28.543.684/0001-97;ALAMEDA SAO BOAVENTURA;1119;0;FONSECA;24000-000;DIESEL S10;01/10/2022;5,09;3200;5,58;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NOVO RIO LTDA; 28.521.912/0001-28;RUA BENJAMIN CONSTANT;422;0;BARRETO;24000-000;GASOLINA;01/10/2022;6,88;3200;4,60;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NOVO RIO LTDA; 28.521.912/0001-28;RUA BENJAMIN CONSTANT;422;0;BARRETO;24000-000;ETANOL;01/10/2022;5,58;3200;3,40;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NOVO RIO LTDA; 28.521.912/0001-28;RUA BENJAMIN CONSTANT;422;0;BARRETO;24000-000;GASOLINA ADITIVADA;01/10/2022;6,95;3200;5,10;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NITEROI 400 LTDA; 28.520.542/0001-04;AVENIDA RUI BARBOSA;408;;SÃO FRANCISCO;24360-440;GASOLINA;01/10/2022;6,94;3200;4,80;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NITEROI 400 LTDA; 28.520.542/0001-04;AVENIDA RUI BARBOSA;408;;SÃO FRANCISCO;24360-440;ETANOL;01/10/2022;5,79;3200;4,95;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NITEROI 400 LTDA; 28.520.542/0001-04;AVENIDA RUI BARBOSA;408;;SÃO FRANCISCO;24360-440;GASOLINA ADITIVADA;01/10/2022;6,99;3200;4,60;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NITEROI 400 LTDA; 28.520.542/0001-04;AVENIDA RUI BARBOSA;408;;SÃO FRANCISCO;24360-440;DIESEL;01/10/2022;5,19;3200;3,40;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO NITEROI 400 LTDA; 28.520.542/0001-04;AVENIDA RUI BARBOSA;408;;SÃO FRANCISCO;24360-440;GNV;01/10/2022;4,09;3200;5,10;R$ / m³;BRANCA;6
SE;RJ;NITEROI;POSTO ECOLOGICO NORONHA TORREZAO LTDA; 04.370.737/0001-57;RUA NORONHA TORREZAO;402;;CUBANGO;24240-183;GASOLINA;01/10/2022;6,99;3200;4,60;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO ECOLOGICO NORONHA TORREZAO LTDA; 04.370.737/0001-57;RUA NORONHA TORREZAO;402;;CUBANGO;24240-183;ETANOL;01/10/2022;5,89;3200;3,40;R$ / litro;BRANCA;6
SE;RJ;NITEROI;POSTO ECOLOGICO NORONHA TORREZAO LTDA; 04.370.737/0001-57;RUA NORONHA TORREZAO;402;;CUBANGO;24240-183;DIESEL S10;01/10/2022;5,15;3200;5,10;R$ / litro;BRANCA;6
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;GASOLINA;01/10/2022;7,09;3200;4,80;R$ / litro;BRANCA;6
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;ETANOL;01/10/2022;6,09;3200;4,95;R$ / litro;BRANCA;6
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;GASOLINA ADITIVADA;01/10/2022;7,19;3200;4,60;R$ / litro;BRANCA;6
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;DIESEL S10;01/10/2022;5,09;3200;3,40;R$ / litro;BRANCA;6
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;GNV;01/10/2022;4,19;3200;5,10;R$ / m³;BRANCA;6
SE;RJ;SAO GONCALO;POSTO DE COMBUSTÍVEIS PARADA 40 LTDA.; 08.014.942/0001-30;RUA DR. FRANCISCO PORTELA;2435;;CAMARÃO;24435-001;GASOLINA;01/10/2022;6,89;3200;6,98;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;POSTO DE COMBUSTÍVEIS PARADA 40 LTDA.; 08.014.942/0001-30;RUA DR. FRANCISCO PORTELA;2435;;CAMARÃO;24435-001;DIESEL;01/10/2022;5,19;3200;6,08;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;POSTO DE COMBUSTÍVEIS PARADA 40 LTDA.; 08.014.942/0001-30;RUA DR. FRANCISCO PORTELA;2435;;CAMARÃO;24435-001;ETANOL;01/10/2022;5,69;3200;7,08;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;A.P.J. ALCANTARA COMERCIO DE COMBUSTIVEIS LTDA; 07.590.758/0001-76;RUA JOVELINO DE OLIVEIRA VIANNA;410;;ALCANTARA;24710-470;GASOLINA;01/10/2022;6,89;3200;6,13;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;A.P.J. ALCANTARA COMERCIO DE COMBUSTIVEIS LTDA; 07.590.758/0001-76;RUA JOVELINO DE OLIVEIRA VIANNA;410;;ALCANTARA;24710-470;ETANOL;01/10/2022;5,69;3200;6,87;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;A.P.J. ALCANTARA COMERCIO DE COMBUSTIVEIS LTDA; 07.590.758/0001-76;RUA JOVELINO DE OLIVEIRA VIANNA;410;;ALCANTARA;24710-470;GASOLINA ADITIVADA;01/10/2022;6,99;3200;5,99;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;A.P.J. ALCANTARA COMERCIO DE COMBUSTIVEIS LTDA; 07.590.758/0001-76;RUA JOVELINO DE OLIVEIRA VIANNA;410;;ALCANTARA;24710-470;DIESEL S10;01/10/2022;5,34;3200;6,87;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0003-97;AVENIDA SÃO MIGUEL;S/N;LOTE 8 QD. C -  ESQ. C/ R. DR. CUMPLIDO DE SANTANA;MUTUÁ;24445-686;GASOLINA;01/10/2022;6,49;3200;5,99;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0003-97;AVENIDA SÃO MIGUEL;S/N;LOTE 8 QD. C -  ESQ. C/ R. DR. CUMPLIDO DE SANTANA;MUTUÁ;24445-686;ETANOL;01/10/2022;5,99;3200;6,97;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0003-97;AVENIDA SÃO MIGUEL;S/N;LOTE 8 QD. C -  ESQ. C/ R. DR. CUMPLIDO DE SANTANA;MUTUÁ;24445-686;GASOLINA ADITIVADA;01/10/2022;6,99;3200;6,1;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0003-97;AVENIDA SÃO MIGUEL;S/N;LOTE 8 QD. C -  ESQ. C/ R. DR. CUMPLIDO DE SANTANA;MUTUÁ;24445-686;GNV;01/10/2022;4,09;3200;6,07;R$ / m³;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0003-97;AVENIDA SÃO MIGUEL;S/N;LOTE 8 QD. C -  ESQ. C/ R. DR. CUMPLIDO DE SANTANA;MUTUÁ;24445-686;DIESEL S10;01/10/2022;5,14;3200;4,95;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;AUTO POSTO SG LIMITADA; 07.221.741/0001-41;RUA DR. FRANCISCO PORTELLA;401;;PARAISO;24435-005;GASOLINA;01/10/2022;7,09;3200;4,60;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SG LIMITADA; 07.221.741/0001-41;RUA DR. FRANCISCO PORTELLA;401;;PARAISO;24435-005;ETANOL;01/10/2022;6,39;3200;3,40;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SG LIMITADA; 07.221.741/0001-41;RUA DR. FRANCISCO PORTELLA;401;;PARAISO;24435-005;GASOLINA ADITIVADA;01/08/2022;7,19;3200;5,10;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SG LIMITADA; 07.221.741/0001-41;RUA DR. FRANCISCO PORTELLA;401;;PARAISO;24435-005;GNV;01/08/2022;4,19;3200;4,60;R$ / m³;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SG LIMITADA; 07.221.741/0001-41;RUA DR. FRANCISCO PORTELLA;401;;PARAISO;24435-005;DIESEL S10;01/08/2022;5,19;3200;3,40;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;GASOLINA;01/08/2022;6,94;3200;5,10;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;DIESEL;01/08/2022;5,19;3200;4,80;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;ETANOL;01/08/2022;5,99;3200;4,95;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;GASOLINA ADITIVADA;01/08/2022;6,99;3200;4,60;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;GNV;01/08/2022;4,09;3200;3,40;R$ / m³;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;COMERCIAL DE PETROLEO MUTUA 53 LTDA; 06.376.519/0001-55;RUA CEL. PEREIRA NINHO;53;;MUTUA;24461-200;DIESEL S10;01/08/2022;5,29;3200;5,10;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;EXCLUSIVO POSTO E SERVICOS LTDA; 07.048.271/0001-66;RUA CRUZEIRO DO SUL;901;MARGINAL DIREITA DA       RODOVIA BR 101;GRADIM;24430-620;GASOLINA;01/08/2022;7,19;3200;6,98;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;EXCLUSIVO POSTO E SERVICOS LTDA; 07.048.271/0001-66;RUA CRUZEIRO DO SUL;901;MARGINAL DIREITA DA       RODOVIA BR 101;GRADIM;24430-620;DIESEL;01/08/2022;5,39;3200;5,10;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;EXCLUSIVO POSTO E SERVICOS LTDA; 07.048.271/0001-66;RUA CRUZEIRO DO SUL;901;MARGINAL DIREITA DA       RODOVIA BR 101;GRADIM;24430-620;ETANOL;01/08/2022;6,39;3200;4,80;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;EXCLUSIVO POSTO E SERVICOS LTDA; 07.048.271/0001-66;RUA CRUZEIRO DO SUL;901;MARGINAL DIREITA DA       RODOVIA BR 101;GRADIM;24430-620;GASOLINA ADITIVADA;01/08/2022;7,29;3200;4,95;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;EXCLUSIVO POSTO E SERVICOS LTDA; 07.048.271/0001-66;RUA CRUZEIRO DO SUL;901;MARGINAL DIREITA DA       RODOVIA BR 101;GRADIM;24430-620;DIESEL S10;01/08/2022;5,49;3200;4,60;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;GASOLINA;01/08/2022;7,19;3200;3,40;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;DIESEL;01/08/2022;5,24;3200;5,10;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;ETANOL;01/08/2022;6,39;3200;4,60;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;GASOLINA ADITIVADA;01/08/2022;7,29;3200;3,40;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;GNV;01/08/2022;4,39;3200;5,10;R$ / m³;RAIZEN;6
SE;RJ;SAO GONCALO;POSTO ABREU LTDA; 03.668.507/0001-06;RUA MAGALHAES BASTOS;3065;;BOA VISTA;24466-250;DIESEL S10;01/08/2022;5,29;3200;4,80;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;AUTO POSTO SANTA MARIA DA FEIRA LTDA; 36.193.142/0001-60;AVENIDA SAO MIGUEL;540;0;SÃO MIGUEL;24445-680;GASOLINA;01/08/2022;6,89;3200;4,95;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SANTA MARIA DA FEIRA LTDA; 36.193.142/0001-60;AVENIDA SAO MIGUEL;540;0;SÃO MIGUEL;24445-680;ETANOL;01/08/2022;5,59;3200;4,60;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SANTA MARIA DA FEIRA LTDA; 36.193.142/0001-60;AVENIDA SAO MIGUEL;540;0;SÃO MIGUEL;24445-680;GASOLINA ADITIVADA;01/08/2022;6,89;3200;3,40;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;AUTO POSTO SANTA MARIA DA FEIRA LTDA; 36.193.142/0001-60;AVENIDA SAO MIGUEL;540;0;SÃO MIGUEL;24445-680;DIESEL S10;01/08/2022;5,04;3200;5,10;R$ / litro;VIBRA ENERGIA;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0001-25;AVENIDA JOSE MENDONCA DE CAMPOS;48;;MUTONDO;24450-700;GASOLINA;01/08/2022;6,94;3200;6,98;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0001-25;AVENIDA JOSE MENDONCA DE CAMPOS;48;;MUTONDO;24450-700;ETANOL;01/08/2022;5,99;3200;6,08;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0001-25;AVENIDA JOSE MENDONCA DE CAMPOS;48;;MUTONDO;24450-700;GASOLINA ADITIVADA;01/08/2022;6,99;3200;7,08;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0001-25;AVENIDA JOSE MENDONCA DE CAMPOS;48;;MUTONDO;24450-700;GNV;01/08/2022;4,19;3200;6,13;R$ / m³;RAIZEN;6
SE;RJ;SAO GONCALO;PUROGAS-GNV AUTO POSTO LTDA; 05.064.497/0001-25;AVENIDA JOSE MENDONCA DE CAMPOS;48;;MUTONDO;24450-700;DIESEL S10;01/08/2022;5,14;3200;6,87;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;AUTO POSTO BRASILANDIA LTDA; 03.023.729/0001-71;RUA ABILIO JOSE DE MATOS;308;;PORTO DA PEDRA;24436-000;GASOLINA;01/08/2022;6,89;3200;5,99;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;AUTO POSTO BRASILANDIA LTDA; 03.023.729/0001-71;RUA ABILIO JOSE DE MATOS;308;;PORTO DA PEDRA;24436-000;ETANOL;01/08/2022;5,69;3200;6,87;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;AUTO POSTO BRASILANDIA LTDA; 03.023.729/0001-71;RUA ABILIO JOSE DE MATOS;308;;PORTO DA PEDRA;24436-000;GASOLINA ADITIVADA;01/08/2022;6,94;3200;5,99;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;AUTO POSTO BRASILANDIA LTDA; 03.023.729/0001-71;RUA ABILIO JOSE DE MATOS;308;;PORTO DA PEDRA;24436-000;DIESEL S10;01/08/2022;5,19;3200;6,97;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;CENTRO AUTOMOTIVO PARAISO DE SÃO GONÇALO LTDA.; 01.355.571/0001-01;RUA COMANDANTE ARI PARREIRAS;2013;;PARAISO;24430-000;GASOLINA;01/08/2022;6,89;3200;6,1;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;CENTRO AUTOMOTIVO PARAISO DE SÃO GONÇALO LTDA.; 01.355.571/0001-01;RUA COMANDANTE ARI PARREIRAS;2013;;PARAISO;24430-000;ETANOL;01/08/2022;5,69;3200;6,07;R$ / litro;BRANCA;6
SE;RJ;SAO GONCALO;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA; 00.157.051/0001-21;RODOVIA BR 101;S/N;KM 319;NEVES;24425-470;GASOLINA;01/08/2022;7,19;3200;4,95;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA; 00.157.051/0001-21;RODOVIA BR 101;S/N;KM 319;NEVES;24425-470;DIESEL;01/08/2022;5,39;3200;4,60;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA; 00.157.051/0001-21;RODOVIA BR 101;S/N;KM 319;NEVES;24425-470;ETANOL;01/08/2022;6,39;3200;3,40;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA; 00.157.051/0001-21;RODOVIA BR 101;S/N;KM 319;NEVES;24425-470;GASOLINA ADITIVADA;01/08/2022;7,29;3200;5,10;R$ / litro;RAIZEN;6
SE;RJ;SAO GONCALO;MARCLAU COMERCIO DE COMBUSTIVEIS LTDA; 00.157.051/0001-21;RODOVIA BR 101;S/N;KM 319;NEVES;24425-470;DIESEL S10;01/08/2022;5,49;3200;4,60;R$ / litro;RAIZEN;6
SE;RJ;TERESOPOLIS;POSTO SIERRA NEVADA - ESTANCIA DE SERVICOS LTDA; 01.916.987/0001-51;AVENIDA FELICIANO SODRE;171;;VARZEA;25963-025;GASOLINA;01/08/2022;6,97;3200;3,40;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO SIERRA NEVADA - ESTANCIA DE SERVICOS LTDA; 01.916.987/0001-51;AVENIDA FELICIANO SODRE;171;;VARZEA;25963-025;ETANOL;01/08/2022;5,69;3200;5,10;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO SIERRA NEVADA - ESTANCIA DE SERVICOS LTDA; 01.916.987/0001-51;AVENIDA FELICIANO SODRE;171;;VARZEA;25963-025;GASOLINA ADITIVADA;01/08/2022;6,99;3200;4,80;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO SIERRA NEVADA - ESTANCIA DE SERVICOS LTDA; 01.916.987/0001-51;AVENIDA FELICIANO SODRE;171;;VARZEA;25963-025;DIESEL S10;01/08/2022;5,24;3200;4,95;R$ / litro;BRANCA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0002-01;AVENIDA ALBERTO TORRES;610;;ALTO;25964-002;GASOLINA;01/08/2022;7,29;3200;4,60;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0002-01;AVENIDA ALBERTO TORRES;610;;ALTO;25964-002;ETANOL;01/08/2022;6,22;3200;3,40;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0002-01;AVENIDA ALBERTO TORRES;610;;ALTO;25964-002;GASOLINA ADITIVADA;01/08/2022;7,39;3200;5,10;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0002-01;AVENIDA ALBERTO TORRES;610;;ALTO;25964-002;GNV;01/08/2022;4,49;3200;6,98;R$ / m³;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0002-01;AVENIDA ALBERTO TORRES;610;;ALTO;25964-002;DIESEL S10;01/08/2022;5,47;3200;6,51;R$ / litro;IPIRANGA;6
SE;RJ;TERESOPOLIS;POSTO PIT STOP DE TERESOPOLIS LTDA; 31.402.068/0001-20;AVENIDA ALBERTO TORRES;569;;ALTO;25964-002;GASOLINA;01/08/2022;7,29;3200;5,43;R$ / litro;IPIRANGA;6
