Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0002-27;AVENIDA JOCKEI CLUBE;415;;JOCKEI CLUBE;17521-450;DIESEL;01/08/2022;5,43;1850;6,75;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0002-27;AVENIDA JOCKEI CLUBE;415;;JOCKEI CLUBE;17521-450;GASOLINA ADITIVADA;01/08/2022;6,47;1850;5,79;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0002-27;AVENIDA JOCKEI CLUBE;415;;JOCKEI CLUBE;17521-450;DIESEL S10;01/08/2022;5,49;1850;3,99;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO MÔNACO DE MARÍLIA LTDA.; 02.765.150/0001-11;AVENIDA SANTO ANTONIO;2281;;SÃO MIGUEL;17506-040;GASOLINA;01/08/2022;6,39;1850;6,99;R$ / litro;RAIZEN;10
SE;SP;MARILIA;POSTO MÔNACO DE MARÍLIA LTDA.; 02.765.150/0001-11;AVENIDA SANTO ANTONIO;2281;;SÃO MIGUEL;17506-040;ETANOL;01/08/2022;4,99;1850;5,67;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;GASOLINA;01/08/2022;6,39;1850;5,69;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;ETANOL;01/08/2022;4,89;1850;7,29;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;DIESEL;01/08/2022;5,09;1850;5,77;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;GASOLINA ADITIVADA;01/08/2022;6,59;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0005-12;AVENIDA ANTONIETA ALTENFELDER;2235;;JARDIM SANTA ANTONIETA;17512-130;DIESEL S10;01/08/2022;5,19;1850;5,25;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0010-80;RUA SAO LUIZ;1417;;ALTO CAFEZAL;17500-002;GASOLINA;01/08/2022;6,29;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0010-80;RUA SAO LUIZ;1417;;ALTO CAFEZAL;17500-002;ETANOL;01/08/2022;4,89;1850;5,43;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0010-80;RUA SAO LUIZ;1417;;ALTO CAFEZAL;17500-002;GASOLINA ADITIVADA;01/08/2022;6,49;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;REDE LK DE POSTOS LTDA; 01.820.806/0010-80;RUA SAO LUIZ;1417;;ALTO CAFEZAL;17500-002;DIESEL S10;01/08/2022;5,29;1850;5,29;R$ / litro;RAIZEN;10
SE;SP;MARILIA;AUTO POSTO SANTA ANTONIETA DE MARILIA LTDA; 01.523.818/0001-51;RUA JOSE BATISTA DE ALMEIDA SOBRINHO;262;;JARDIM SANTA ANTONIETA;17512-300;GASOLINA;01/08/2022;6,16;1850;6,51;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO SANTA ANTONIETA DE MARILIA LTDA; 01.523.818/0001-51;RUA JOSE BATISTA DE ALMEIDA SOBRINHO;262;;JARDIM SANTA ANTONIETA;17512-300;ETANOL;01/08/2022;4,87;1850;5,63;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO SANTA ANTONIETA DE MARILIA LTDA; 01.523.818/0001-51;RUA JOSE BATISTA DE ALMEIDA SOBRINHO;262;;JARDIM SANTA ANTONIETA;17512-300;DIESEL S10;01/08/2022;5,33;1850;6,51;R$ / litro;BRANCA;10
SE;SP;MOCOCA;SATURNO COMBUSTIVEIS EIRELI; 07.148.321/0001-87;RUA JOSE PEDRO CARVALHO LIMA;167;;S.DOMINGOS;13733-230;GASOLINA;01/08/2022;6,29;1850;5,25;R$ / litro;BRANCA;10
SE;SP;MOCOCA;SATURNO COMBUSTIVEIS EIRELI; 07.148.321/0001-87;RUA JOSE PEDRO CARVALHO LIMA;167;;S.DOMINGOS;13733-230;ETANOL;01/08/2022;4,89;1850;6,51;R$ / litro;BRANCA;10
SE;SP;MOCOCA;SATURNO COMBUSTIVEIS EIRELI; 07.148.321/0001-87;RUA JOSE PEDRO CARVALHO LIMA;167;;S.DOMINGOS;13733-230;DIESEL S10;01/08/2022;5,26;1850;6,55;R$ / litro;BRANCA;10
SE;SP;MOCOCA;AUTO POSTO COELHO & COELHO LTDA  - ME; 02.689.090/0001-03;RUA DR. JOSE PEDRO DE CARVALHO LIMA;638;;SAO DOMINGOS;13730-330;GASOLINA;01/08/2022;6,39;1850;5,33;R$ / litro;BRANCA;10
SE;SP;MOCOCA;AUTO POSTO COELHO & COELHO LTDA  - ME; 02.689.090/0001-03;RUA DR. JOSE PEDRO DE CARVALHO LIMA;638;;SAO DOMINGOS;13730-330;ETANOL;01/08/2022;4,99;1850;5,49;R$ / litro;BRANCA;10
SE;SP;MOCOCA;AUTO POSTO COELHO & COELHO LTDA  - ME; 02.689.090/0001-03;RUA DR. JOSE PEDRO DE CARVALHO LIMA;638;;SAO DOMINGOS;13730-330;DIESEL;01/08/2022;5,39;1850;6,55;R$ / litro;BRANCA;10
SE;SP;MOCOCA;AUTO POSTO COELHO & COELHO LTDA  - ME; 02.689.090/0001-03;RUA DR. JOSE PEDRO DE CARVALHO LIMA;638;;SAO DOMINGOS;13730-330;DIESEL S10;01/08/2022;5,59;1850;6,55;R$ / litro;BRANCA;10
SE;SP;PRESIDENTE VENCESLAU;SANTOS & STAQUECINI LTDA; 03.345.830/0001-49;AVENIDA JORGE TIBIRICA;1,42;;CENTRO;19400-000;GASOLINA;01/08/2022;6,19;1850;5,33;R$ / litro;BRANCA;10
SE;SP;PRESIDENTE VENCESLAU;SANTOS & STAQUECINI LTDA; 03.345.830/0001-49;AVENIDA JORGE TIBIRICA;1,42;;CENTRO;19400-000;ETANOL;01/08/2022;4,74;1850;6,65;R$ / litro;BRANCA;10
SE;SP;PRESIDENTE VENCESLAU;SANTOS & STAQUECINI LTDA; 03.345.830/0001-49;AVENIDA JORGE TIBIRICA;1,42;;CENTRO;19400-000;DIESEL;01/08/2022;5,14;1850;5,73;R$ / litro;BRANCA;10
SE;SP;PRESIDENTE VENCESLAU;SANTOS & STAQUECINI LTDA; 03.345.830/0001-49;AVENIDA JORGE TIBIRICA;1,42;;CENTRO;19400-000;DIESEL S10;01/08/2022;5,24;1850;6,59;R$ / litro;BRANCA;10
SE;SP;PRESIDENTE VENCESLAU;AUTO POSTO MASSUDA LTDA; 01.715.174/0001-01;AVENIDA NEWTON PRADO;185;;CENTRO;19400-000;ETANOL;01/08/2022;5,08;1850;5,67;R$ / litro;VIBRA ENERGIA;10
SE;SP;PRESIDENTE VENCESLAU;AUTO POSTO MASSUDA LTDA; 01.715.174/0001-01;AVENIDA NEWTON PRADO;185;;CENTRO;19400-000;DIESEL;01/08/2022;5,58;1850;6,89;R$ / litro;VIBRA ENERGIA;10
SE;SP;PRESIDENTE VENCESLAU;AUTO POSTO MASSUDA LTDA; 01.715.174/0001-01;AVENIDA NEWTON PRADO;185;;CENTRO;19400-000;GASOLINA ADITIVADA;01/08/2022;6,68;1850;5,79;R$ / litro;VIBRA ENERGIA;10
SE;SP;PRESIDENTE VENCESLAU;AUTO POSTO MASSUDA LTDA; 01.715.174/0001-01;AVENIDA NEWTON PRADO;185;;CENTRO;19400-000;DIESEL S10;01/08/2022;5,69;1850;6,51;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO REGIANE LTDA; 44.225.134/0001-86;RUA JAPAO;763;;CAMILOPOLIS;09240-171;GASOLINA;01/08/2022;6,39;1850;5,29;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO REGIANE LTDA; 44.225.134/0001-86;RUA JAPAO;763;;CAMILOPOLIS;09240-171;ETANOL;01/08/2022;4,79;1850;6,51;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO REGIANE LTDA; 44.225.134/0001-86;RUA JAPAO;763;;CAMILOPOLIS;09240-171;DIESEL;01/08/2022;5,52;1850;5,75;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO REGIANE LTDA; 44.225.134/0001-86;RUA JAPAO;763;;CAMILOPOLIS;09240-171;GASOLINA ADITIVADA;01/08/2022;6,54;1850;6,51;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO REGIANE LTDA; 44.225.134/0001-86;RUA JAPAO;763;;CAMILOPOLIS;09240-171;DIESEL S10;01/08/2022;5,54;1850;5,29;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO POLO PETROQUIMICO LTDA.; 07.354.995/0001-38;AVENIDA PRESIDENTE COSTA E SILVA;341;;PARQUE CAPUAVA;09270-000;GASOLINA;01/08/2022;6,39;1850;5,43;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO POLO PETROQUIMICO LTDA.; 07.354.995/0001-38;AVENIDA PRESIDENTE COSTA E SILVA;341;;PARQUE CAPUAVA;09270-000;ETANOL;01/08/2022;4,99;1850;6,55;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO POLO PETROQUIMICO LTDA.; 07.354.995/0001-38;AVENIDA PRESIDENTE COSTA E SILVA;341;;PARQUE CAPUAVA;09270-000;DIESEL;01/08/2022;5,24;1850;5,33;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO POLO PETROQUIMICO LTDA.; 07.354.995/0001-38;AVENIDA PRESIDENTE COSTA E SILVA;341;;PARQUE CAPUAVA;09270-000;GASOLINA ADITIVADA;01/08/2022;6,59;1850;6,65;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO POLO PETROQUIMICO LTDA.; 07.354.995/0001-38;AVENIDA PRESIDENTE COSTA E SILVA;341;;PARQUE CAPUAVA;09270-000;DIESEL S10;01/08/2022;5,29;1850;6,47;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO PADOCKA LTDA; 50.181.551/0001-77;RUA UTINGA;635;;VILA METALÚRGICA;09220-610;GASOLINA;01/08/2022;6,34;1850;5,29;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO PADOCKA LTDA; 50.181.551/0001-77;RUA UTINGA;635;;VILA METALÚRGICA;09220-610;ETANOL;01/08/2022;4,99;1850;6,47;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO PADOCKA LTDA; 50.181.551/0001-77;RUA UTINGA;635;;VILA METALÚRGICA;09220-610;GASOLINA ADITIVADA;01/08/2022;6,54;1850;5,43;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO PADOCKA LTDA; 50.181.551/0001-77;RUA UTINGA;635;;VILA METALÚRGICA;09220-610;DIESEL S10;01/08/2022;5,39;1850;6,59;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO IRMAOS BATISTUCCI LTDA; 47.173.356/0001-90;AVENIDA PRESIDENTE COSTA E SILVA;1188;0;PARQUE CAPUANA;09210-000;GASOLINA;01/08/2022;6,19;1850;5,59;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO IRMAOS BATISTUCCI LTDA; 47.173.356/0001-90;AVENIDA PRESIDENTE COSTA E SILVA;1188;0;PARQUE CAPUANA;09210-000;ETANOL;01/08/2022;4,79;1850;6,89;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO IRMAOS BATISTUCCI LTDA; 47.173.356/0001-90;AVENIDA PRESIDENTE COSTA E SILVA;1188;0;PARQUE CAPUANA;09210-000;DIESEL S10;01/08/2022;5,19;1850;5,69;R$ / litro;VIBRA ENERGIA;10
SE;SP;SANTO ANDRE;AUTO POSTO PALADINO LTDA; 00.409.553/0001-00;AVENIDA DOS ESTADOS;6761;;PARQUE JOAO RAMALHO;09290-340;GASOLINA;01/08/2022;6,25;1850;5,97;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO PALADINO LTDA; 00.409.553/0001-00;AVENIDA DOS ESTADOS;6761;;PARQUE JOAO RAMALHO;09290-340;ETANOL;01/08/2022;4,88;1850;7,13;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO PALADINO LTDA; 00.409.553/0001-00;AVENIDA DOS ESTADOS;6761;;PARQUE JOAO RAMALHO;09290-340;DIESEL;01/08/2022;5,25;1850;6,1;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO PALADINO LTDA; 00.409.553/0001-00;AVENIDA DOS ESTADOS;6761;;PARQUE JOAO RAMALHO;09290-340;GASOLINA ADITIVADA;01/08/2022;6,25;1850;6,77;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO PALADINO LTDA; 00.409.553/0001-00;AVENIDA DOS ESTADOS;6761;;PARQUE JOAO RAMALHO;09290-340;DIESEL S10;01/08/2022;5,45;1850;5,49;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO CAMILOPOLIS LTDA; 45.560.117/0001-68;RUA   LEONILDA;313;;VILA CAMILOPOLIS;09230-260;GASOLINA;01/08/2022;6,29;1850;6,97;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO CAMILOPOLIS LTDA; 45.560.117/0001-68;RUA   LEONILDA;313;;VILA CAMILOPOLIS;09230-260;ETANOL;01/08/2022;4,89;1850;5,57;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO CAMILOPOLIS LTDA; 45.560.117/0001-68;RUA   LEONILDA;313;;VILA CAMILOPOLIS;09230-260;GASOLINA ADITIVADA;01/08/2022;6,49;1850;6,47;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO CAMILOPOLIS LTDA; 45.560.117/0001-68;RUA   LEONILDA;313;;VILA CAMILOPOLIS;09230-260;DIESEL S10;01/08/2022;5,39;1850;5,37;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO AVENIDA DOS ESTADOS LTDA.; 01.543.127/0001-10;AVENIDA DOS ESTADOS;1586;;UTINGA;09210-580;GASOLINA;01/08/2022;6,39;1850;5,37;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO AVENIDA DOS ESTADOS LTDA.; 01.543.127/0001-10;AVENIDA DOS ESTADOS;1586;;UTINGA;09210-580;ETANOL;01/08/2022;4,99;1850;6,75;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO AVENIDA DOS ESTADOS LTDA.; 01.543.127/0001-10;AVENIDA DOS ESTADOS;1586;;UTINGA;09210-580;DIESEL;01/08/2022;5,24;1850;5,29;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO AVENIDA DOS ESTADOS LTDA.; 01.543.127/0001-10;AVENIDA DOS ESTADOS;1586;;UTINGA;09210-580;GASOLINA ADITIVADA;01/08/2022;6,69;1850;6,95;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO AVENIDA DOS ESTADOS LTDA.; 01.543.127/0001-10;AVENIDA DOS ESTADOS;1586;;UTINGA;09210-580;DIESEL S10;01/08/2022;5,29;1850;5,37;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ALEMAO LTDA - EPP; 57.507.477/0001-85;AVENIDA MARTIN FRANCISCO;65;;PARQUE DAS NACOES;09230-000;GASOLINA;01/08/2022;6,79;1850;6,87;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ALEMAO LTDA - EPP; 57.507.477/0001-85;AVENIDA MARTIN FRANCISCO;65;;PARQUE DAS NACOES;09230-000;ETANOL;01/08/2022;5,09;1850;5,79;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ALEMAO LTDA - EPP; 57.507.477/0001-85;AVENIDA MARTIN FRANCISCO;65;;PARQUE DAS NACOES;09230-000;GASOLINA ADITIVADA;01/08/2022;6,89;1850;6,97;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA 2 LTDA.; 66.021.619/0001-90;AVENIDA DOS ESTADOS;6973;;TAMANDUATEI 8;09270-270;GASOLINA;01/08/2022;6,49;1850;5,69;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA 2 LTDA.; 66.021.619/0001-90;AVENIDA DOS ESTADOS;6973;;TAMANDUATEI 8;09270-270;ETANOL;01/08/2022;4,99;1850;6,77;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA 2 LTDA.; 66.021.619/0001-90;AVENIDA DOS ESTADOS;6973;;TAMANDUATEI 8;09270-270;GASOLINA ADITIVADA;01/08/2022;6,79;1850;5,79;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA 2 LTDA.; 66.021.619/0001-90;AVENIDA DOS ESTADOS;6973;;TAMANDUATEI 8;09270-270;DIESEL S10;01/08/2022;5,34;1850;5,04;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO SAGRADO CORACAO LTDA; 60.789.583/0001-03;AVENIDA SAPOPEMBA;1557;;CAMILOPOLIS;09250-301;GASOLINA;01/08/2022;6,29;1850;6,77;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO SAGRADO CORACAO LTDA; 60.789.583/0001-03;AVENIDA SAPOPEMBA;1557;;CAMILOPOLIS;09250-301;ETANOL;01/08/2022;4,89;1850;5,09;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO SAGRADO CORACAO LTDA; 60.789.583/0001-03;AVENIDA SAPOPEMBA;1557;;CAMILOPOLIS;09250-301;GASOLINA ADITIVADA;01/08/2022;6,49;1850;6,77;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO SAGRADO CORACAO LTDA; 60.789.583/0001-03;AVENIDA SAPOPEMBA;1557;;CAMILOPOLIS;09250-301;DIESEL S10;01/08/2022;5,39;1850;5,79;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS 593 LTDA; 57.551.582/0001-11;RUA ORATORIO;593;;PARQUE DAS NACOES;09280-550;GASOLINA;01/08/2022;6,19;1850;6,87;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS 593 LTDA; 57.551.582/0001-11;RUA ORATORIO;593;;PARQUE DAS NACOES;09280-550;ETANOL;01/08/2022;4,79;1850;6,89;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS 593 LTDA; 57.551.582/0001-11;RUA ORATORIO;593;;PARQUE DAS NACOES;09280-550;GASOLINA ADITIVADA;01/08/2022;6,29;1850;6,99;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS 593 LTDA; 57.551.582/0001-11;RUA ORATORIO;593;;PARQUE DAS NACOES;09280-550;DIESEL S10;01/08/2022;5,39;1850;5,09;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;SHOPING CENTER AUTO POSTO LTDA - EPP; 57.075.582/0001-92;AVENIDA DAS NACOES;2339;;PRQ CAPUAVA;09271-000;GASOLINA;01/08/2022;6,19;1850;6,79;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;SHOPING CENTER AUTO POSTO LTDA - EPP; 57.075.582/0001-92;AVENIDA DAS NACOES;2339;;PRQ CAPUAVA;09271-000;ETANOL;01/08/2022;4,79;1850;5,99;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;SHOPING CENTER AUTO POSTO LTDA - EPP; 57.075.582/0001-92;AVENIDA DAS NACOES;2339;;PRQ CAPUAVA;09271-000;GASOLINA ADITIVADA;01/08/2022;6,29;1850;5,09;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;SHOPING CENTER AUTO POSTO LTDA - EPP; 57.075.582/0001-92;AVENIDA DAS NACOES;2339;;PRQ CAPUAVA;09271-000;DIESEL S10;01/08/2022;5,29;1850;6,89;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA LTDA; 54.997.143/0001-49;AVENIDA DAS NACOES;826;;PQ N ORATORIO;09260-000;GASOLINA;01/08/2022;6,49;1850;5,19;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA LTDA; 54.997.143/0001-49;AVENIDA DAS NACOES;826;;PQ N ORATORIO;09260-000;ETANOL;01/08/2022;4,99;1850;6,89;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA LTDA; 54.997.143/0001-49;AVENIDA DAS NACOES;826;;PQ N ORATORIO;09260-000;GASOLINA ADITIVADA;01/08/2022;6,89;1850;6,39;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTONIA LTDA; 54.997.143/0001-49;AVENIDA DAS NACOES;826;;PQ N ORATORIO;09260-000;DIESEL S10;01/08/2022;5,34;1850;4,99;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTRELA DAS NACOES LTDA; 38.991.675/0001-12;AVENIDA DAS NACOES;2551;;PARQUE CAPUAVA;09270-260;GASOLINA;01/08/2022;6,37;1850;6,99;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTRELA DAS NACOES LTDA; 38.991.675/0001-12;AVENIDA DAS NACOES;2551;;PARQUE CAPUAVA;09270-260;ETANOL;01/08/2022;4,97;1850;5,09;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTRELA DAS NACOES LTDA; 38.991.675/0001-12;AVENIDA DAS NACOES;2551;;PARQUE CAPUAVA;09270-260;GASOLINA ADITIVADA;01/08/2022;6,59;1850;4,88;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;AUTO POSTO ESTRELA DAS NACOES LTDA; 38.991.675/0001-12;AVENIDA DAS NACOES;2551;;PARQUE CAPUAVA;09270-260;DIESEL S10;01/08/2022;5,74;1850;6,52;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;TAVAREDE AUTO POSTO LTDA; 04.392.355/0001-24;RUA ORATORIO;4496;;PARQUE NOVO ORATORIO;09260-510;GASOLINA;01/08/2022;6,29;1850;5,69;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;TAVAREDE AUTO POSTO LTDA; 04.392.355/0001-24;RUA ORATORIO;4496;;PARQUE NOVO ORATORIO;09260-510;ETANOL;01/08/2022;4,89;1850;6,59;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;TAVAREDE AUTO POSTO LTDA; 04.392.355/0001-24;RUA ORATORIO;4496;;PARQUE NOVO ORATORIO;09260-510;GASOLINA ADITIVADA;01/08/2022;6,59;1850;4,99;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;TAVAREDE AUTO POSTO LTDA; 04.392.355/0001-24;RUA ORATORIO;4496;;PARQUE NOVO ORATORIO;09260-510;DIESEL S10;01/08/2022;5,39;1850;6,59;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;CENTRO AUTOMOTIVO ALOHA LTDA; 03.008.376/0001-30;AVENIDA DOS ESTADOS;6145;;PARQUE JACATUBA;09290-520;GASOLINA;01/08/2022;6,29;1850;6,69;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;CENTRO AUTOMOTIVO ALOHA LTDA; 03.008.376/0001-30;AVENIDA DOS ESTADOS;6145;;PARQUE JACATUBA;09290-520;ETANOL;01/08/2022;4,79;1850;5,24;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;CENTRO AUTOMOTIVO ALOHA LTDA; 03.008.376/0001-30;AVENIDA DOS ESTADOS;6145;;PARQUE JACATUBA;09290-520;GASOLINA ADITIVADA;01/08/2022;6,59;1850;6,89;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;CENTRO AUTOMOTIVO ALOHA LTDA; 03.008.376/0001-30;AVENIDA DOS ESTADOS;6145;;PARQUE JACATUBA;09290-520;DIESEL S10;01/01/2022;5,46;1850;5,89;R$ / litro;IPIRANGA;10
SE;SP;SANTO ANDRE;NEON AUTO POSTO LTDA; 01.796.472/0001-65;RUA ITALIA;633;;PQ. DAS NACOES;09210-040;GASOLINA;01/01/2022;6,29;1850;6,99;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;NEON AUTO POSTO LTDA; 01.796.472/0001-65;RUA ITALIA;633;;PQ. DAS NACOES;09210-040;ETANOL;01/01/2022;4,89;1850;5,19;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;NEON AUTO POSTO LTDA; 01.796.472/0001-65;RUA ITALIA;633;;PQ. DAS NACOES;09210-040;GASOLINA ADITIVADA;01/01/2022;6,49;1850;6,94;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;NEON AUTO POSTO LTDA; 01.796.472/0001-65;RUA ITALIA;633;;PQ. DAS NACOES;09210-040;DIESEL S10;01/01/2022;5,29;1850;5,95;R$ / litro;RAIZEN;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS REQUINTE COMERCIO DE COMBUSTIVEIS LTDA; 00.138.629/0001-00;AVENIDA MARTIM FRANCISCO;1525;;CAMILOPOLIS;09230-700;GASOLINA;01/01/2022;6,15;1850;5,23;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS REQUINTE COMERCIO DE COMBUSTIVEIS LTDA; 00.138.629/0001-00;AVENIDA MARTIM FRANCISCO;1525;;CAMILOPOLIS;09230-700;ETANOL;01/01/2022;4,69;1850;6,96;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS REQUINTE COMERCIO DE COMBUSTIVEIS LTDA; 00.138.629/0001-00;AVENIDA MARTIM FRANCISCO;1525;;CAMILOPOLIS;09230-700;GASOLINA ADITIVADA;01/01/2022;6,25;1850;5,23;R$ / litro;BRANCA;10
SE;SP;SANTO ANDRE;POSTO DE SERVICOS REQUINTE COMERCIO DE COMBUSTIVEIS LTDA; 00.138.629/0001-00;AVENIDA MARTIM FRANCISCO;1525;;CAMILOPOLIS;09230-700;DIESEL S10;01/01/2022;5,39;1850;6,97;R$ / litro;BRANCA;10
